__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2016-10-05,GOLD         ,05OCT2016,30036.0,30036.0,29786.0,30566.0,29991.0,69,69.000 GRMS ,2067.74,127,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-10-04,GOLD         ,05OCT2016,30645.0,30714.0,29885.0,29991.0,30579.0,342,342.000 GRMS ,10433.62,212,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-10-03,GOLD         ,05OCT2016,30732.0,30828.0,30552.0,30579.0,30742.0,1042,1042.000 GRMS ,32017.42,795,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-30,GOLD         ,05OCT2016,31100.0,31240.0,30670.0,30742.0,31165.0,10248,10248.000 GRMS ,318446.14,1002,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-29,GOLD         ,05OCT2016,30990.0,31194.0,30975.0,31165.0,30955.0,12251,12251.000 GRMS ,380698.69,3677,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-28,GOLD         ,05OCT2016,30980.0,31039.0,30866.0,30955.0,30978.0,10463,10463.000 GRMS ,323896.69,5465,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-27,GOLD         ,05OCT2016,31271.0,31271.0,30962.0,30978.0,31328.0,14026,14026.000 GRMS ,436295.5,6141,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-26,GOLD         ,05OCT2016,31236.0,31350.0,31211.0,31328.0,31281.0,8317,8317.000 GRMS ,260211.62,6828,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-23,GOLD         ,05OCT2016,31242.0,31350.0,31205.0,31281.0,31332.0,9679,9679.000 GRMS ,302730.6,6841,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-22,GOLD         ,05OCT2016,31250.0,31380.0,31157.0,31332.0,31205.0,14210,14210.000 GRMS ,444303.0,7293,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-21,GOLD         ,05OCT2016,30975.0,31238.0,30841.0,31205.0,30924.0,13195,13195.000 GRMS ,410500.18,7271,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-20,GOLD         ,05OCT2016,30950.0,31050.0,30876.0,30924.0,30903.0,10481,10481.000 GRMS ,324344.29,7354,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-19,GOLD         ,05OCT2016,30932.0,30980.0,30880.0,30903.0,30813.0,9720,9720.000 GRMS ,300538.44,7336,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-16,GOLD         ,05OCT2016,30875.0,30934.0,30800.0,30813.0,30910.0,9841,9841.000 GRMS ,303692.04,7492,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-15,GOLD         ,05OCT2016,31058.0,31178.0,30792.0,30910.0,31038.0,13907,13907.000 GRMS ,430843.69,7706,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-14,GOLD         ,05OCT2016,31030.0,31116.0,31003.0,31038.0,31081.0,10051,10051.000 GRMS ,312046.57,7933,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-13,GOLD         ,05OCT2016,31041.0,31179.0,31017.0,31081.0,31019.0,7680,7680.000 GRMS ,238832.31,8030,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-12,GOLD         ,05OCT2016,31150.0,31206.0,30951.0,31019.0,31217.0,12817,12817.000 GRMS ,398609.1,8036,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-09,GOLD         ,05OCT2016,31245.0,31296.0,31130.0,31217.0,31203.0,9971,9971.000 GRMS ,311228.16,8175,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-08,GOLD         ,05OCT2016,31350.0,31380.0,31153.0,31203.0,31305.0,10839,10839.000 GRMS ,339167.84,8384,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-07,GOLD         ,05OCT2016,31440.0,31466.0,31250.0,31305.0,31378.0,11165,11165.000 GRMS ,350004.91,8428,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-09-06,GOLD         ,05OCT2016,30995.0,31410.0,30927.0,31378.0,30985.0,13333,13333.000 GRMS ,414744.61,8514,,FUTCOM,0.0,-
