__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2016-02-05,GOLD         ,05FEB2016,27420.0,27834.0,27400.0,27253.0,27358.0,180,180.000 GRMS ,4960.44,36,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-02-04,GOLD         ,05FEB2016,27200.0,27434.0,27182.0,27358.0,27198.0,63,63.000 GRMS ,1716.36,158,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-02-03,GOLD         ,05FEB2016,27035.0,27240.0,26911.0,27198.0,26891.0,100,100.000 GRMS ,2700.78,211,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-02-02,GOLD         ,05FEB2016,26848.0,26998.0,26750.0,26891.0,26782.0,388,388.000 GRMS ,10411.28,267,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-02-01,GOLD         ,05FEB2016,26700.0,26883.0,26617.0,26782.0,26638.0,2199,2199.000 GRMS ,58794.7,534,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-29,GOLD         ,05FEB2016,26665.0,26695.0,26485.0,26638.0,26710.0,12366,12366.000 GRMS ,328679.63,1830,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-28,GOLD         ,05FEB2016,26844.0,26867.0,26600.0,26710.0,26749.0,14516,14516.000 GRMS ,388229.64,4518,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-27,GOLD         ,05FEB2016,26450.0,26809.0,26450.0,26749.0,26387.0,12131,12131.000 GRMS ,324325.6,5386,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-25,GOLD         ,05FEB2016,26247.0,26442.0,26206.0,26387.0,26160.0,13551,13551.000 GRMS ,357162.81,5938,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-22,GOLD         ,05FEB2016,26281.0,26282.0,26100.0,26160.0,26190.0,15203,15203.000 GRMS ,397978.92,5708,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-21,GOLD         ,05FEB2016,26361.0,26507.0,26151.0,26190.0,26559.0,22619,22619.000 GRMS ,595554.68,5904,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-20,GOLD         ,05FEB2016,26199.0,26658.0,26164.0,26559.0,26057.0,24217,24217.000 GRMS ,638194.7,6760,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-19,GOLD         ,05FEB2016,26023.0,26080.0,25860.0,26057.0,26065.0,14438,14438.000 GRMS ,375023.65,5858,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-18,GOLD         ,05FEB2016,26053.0,26100.0,25966.0,26065.0,26112.0,9727,9727.000 GRMS ,253284.08,6263,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-15,GOLD         ,05FEB2016,25658.0,26215.0,25658.0,26112.0,25637.0,20659,20659.000 GRMS ,536503.54,6208,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-14,GOLD         ,05FEB2016,25824.0,26015.0,25591.0,25637.0,25735.0,18090,18090.000 GRMS ,467737.31,5464,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-13,GOLD         ,05FEB2016,25620.0,25790.0,25516.0,25735.0,25674.0,15483,15483.000 GRMS ,396651.08,5615,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-12,GOLD         ,05FEB2016,25883.0,25966.0,25614.0,25674.0,25870.0,17690,17690.000 GRMS ,456102.76,5459,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-11,GOLD         ,05FEB2016,26098.0,26118.0,25834.0,25870.0,25982.0,16989,16989.000 GRMS ,441525.7,6187,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-08,GOLD         ,05FEB2016,26022.0,26088.0,25770.0,25982.0,26100.0,22325,22325.000 GRMS ,579016.48,6647,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-07,GOLD         ,05FEB2016,25800.0,26123.0,25769.0,26100.0,25741.0,23018,23018.000 GRMS ,598090.21,6584,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-06,GOLD         ,05FEB2016,25469.0,25784.0,25439.0,25741.0,25388.0,22275,22275.000 GRMS ,570960.86,6314,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-05,GOLD         ,05FEB2016,25336.0,25490.0,25318.0,25388.0,25397.0,14223,14223.000 GRMS ,361351.84,5355,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-04,GOLD         ,05FEB2016,25040.0,25521.0,25034.0,25397.0,24962.0,19483,19483.000 GRMS ,493061.46,5461,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2016-01-01,GOLD         ,05FEB2016,24913.0,25039.0,24913.0,24962.0,24931.0,1952,1952.000 GRMS ,48739.83,6256,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-31,GOLD         ,05FEB2016,25009.0,25013.0,24850.0,24931.0,24982.0,8255,8255.000 GRMS ,205788.54,6265,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-30,GOLD         ,05FEB2016,25200.0,25217.0,24970.0,24982.0,25130.0,12446,12446.000 GRMS ,312264.03,5991,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-29,GOLD         ,05FEB2016,25207.0,25279.0,25111.0,25130.0,25125.0,10953,10953.000 GRMS ,275992.59,5468,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-28,GOLD         ,05FEB2016,25193.0,25205.0,25111.0,25125.0,25212.0,7854,7854.000 GRMS ,197520.18,5395,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-24,GOLD         ,05FEB2016,25123.0,25227.0,25092.0,25212.0,25067.0,5249,5249.000 GRMS ,132128.61,5385,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-23,GOLD         ,05FEB2016,25222.0,25240.0,25055.0,25067.0,25251.0,11935,11935.000 GRMS ,300161.4,5711,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-22,GOLD         ,05FEB2016,25339.0,25397.0,25230.0,25251.0,25385.0,12003,12003.000 GRMS ,303897.15,5499,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-21,GOLD         ,05FEB2016,25173.0,25413.0,25130.0,25385.0,25082.0,15333,15333.000 GRMS ,387222.17,5538,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-18,GOLD         ,05FEB2016,24871.0,25228.0,24846.0,25082.0,24841.0,16879,16879.000 GRMS ,421890.3,5559,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-17,GOLD         ,05FEB2016,25370.0,25370.0,24740.0,24841.0,25468.0,21521,21521.000 GRMS ,538657.19,6377,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-16,GOLD         ,05FEB2016,25307.0,25498.0,25203.0,25468.0,25266.0,13786,13786.000 GRMS ,349525.35,5267,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-15,GOLD         ,05FEB2016,25333.0,25419.0,25190.0,25266.0,25347.0,13690,13690.000 GRMS ,346341.87,5276,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-14,GOLD         ,05FEB2016,25606.0,25623.0,25335.0,25347.0,25679.0,13580,13580.000 GRMS ,346031.48,5343,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-11,GOLD         ,05FEB2016,25357.0,25714.0,25270.0,25679.0,25418.0,18307,18307.000 GRMS ,466099.76,5762,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-10,GOLD         ,05FEB2016,25515.0,25544.0,25391.0,25418.0,25602.0,10355,10355.000 GRMS ,263654.4,5606,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-09,GOLD         ,05FEB2016,25530.0,25747.0,25430.0,25602.0,25526.0,15680,15680.000 GRMS ,401203.75,5763,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-08,GOLD         ,05FEB2016,25500.0,25614.0,25387.0,25526.0,25552.0,14580,14580.000 GRMS ,371526.35,5742,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-07,GOLD         ,05FEB2016,25710.0,25715.0,25512.0,25552.0,25715.0,9109,9109.000 GRMS ,233438.25,5799,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-12-04,GOLD         ,05FEB2016,25279.0,26020.0,25157.0,25715.0,25263.0,24055,24055.000 GRMS ,612200.63,6108,,FUTCOM,0.0,-
