__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2020-08-05,GOLD         ,05AUG2020,54900.0,55450.0,54900.0,54206.0,54064.0,6,6.000 GRMS ,331.24,184,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-08-04,GOLD         ,05AUG2020,54223.0,54560.0,53708.0,54064.0,53997.0,23,23.000 GRMS ,1241.42,456,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-08-03,GOLD         ,05AUG2020,54194.0,54199.0,53564.0,53997.0,53828.0,76,76.000 GRMS ,4093.48,608,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-31,GOLD         ,05AUG2020,53526.0,53920.0,53450.0,53828.0,53138.0,537,537.000 GRMS ,28799.82,617,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-30,GOLD         ,05AUG2020,53390.0,53429.0,52700.0,53138.0,53187.0,3115,3115.000 GRMS ,165391.18,647,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-29,GOLD         ,05AUG2020,52550.0,53399.0,52364.0,53187.0,52591.0,13369,13369.000 GRMS ,705563.23,1542,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-28,GOLD         ,05AUG2020,52186.0,52698.0,51277.0,52591.0,52101.0,19551,19551.000 GRMS ,1018706.57,2982,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-27,GOLD         ,05AUG2020,51749.0,52220.0,51657.0,52101.0,51035.0,13398,13398.000 GRMS ,696304.79,4439,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-24,GOLD         ,05AUG2020,50809.0,51184.0,50570.0,51035.0,50700.0,12222,12222.000 GRMS ,622101.72,4911,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-23,GOLD         ,05AUG2020,50191.0,50936.0,50125.0,50700.0,50078.0,16866,16866.000 GRMS ,852427.11,5603,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-22,GOLD         ,05AUG2020,49931.0,50199.0,49630.0,50078.0,49527.0,18005,18005.000 GRMS ,899276.63,6572,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-21,GOLD         ,05AUG2020,49078.0,49579.0,49036.0,49527.0,49027.0,12607,12607.000 GRMS ,621659.02,7053,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-20,GOLD         ,05AUG2020,48910.0,49175.0,48858.0,49027.0,48967.0,9863,9863.000 GRMS ,483324.52,7295,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-17,GOLD         ,05AUG2020,48796.0,49025.0,48713.0,48967.0,48773.0,10246,10246.000 GRMS ,500640.79,7683,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-16,GOLD         ,05AUG2020,49104.0,49245.0,48727.0,48773.0,49159.0,10922,10922.000 GRMS ,535195.88,8274,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-15,GOLD         ,05AUG2020,49228.0,49270.0,48914.0,49159.0,49259.0,12498,12498.000 GRMS ,613751.07,8500,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-14,GOLD         ,05AUG2020,49050.0,49291.0,48770.0,49259.0,49148.0,13403,13403.000 GRMS ,657318.68,8960,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-13,GOLD         ,05AUG2020,49046.0,49265.0,48915.0,49148.0,48863.0,11663,11663.000 GRMS ,572508.38,9101,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-10,GOLD         ,05AUG2020,48919.0,49230.0,48710.0,48863.0,48878.0,13601,13601.000 GRMS ,666005.05,9383,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-09,GOLD         ,05AUG2020,49139.0,49312.0,48756.0,48878.0,49159.0,15857,15857.000 GRMS ,778134.92,9817,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-08,GOLD         ,05AUG2020,48704.0,49348.0,48642.0,49159.0,48800.0,14922,14922.000 GRMS ,731478.71,10529,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-07,GOLD         ,05AUG2020,48210.0,48825.0,48101.0,48800.0,48225.0,15356,15356.000 GRMS ,743295.52,10977,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-06,GOLD         ,05AUG2020,47970.0,48285.0,47775.0,48225.0,48046.0,14508,14508.000 GRMS ,697358.28,10768,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-03,GOLD         ,05AUG2020,48053.0,48190.0,47950.0,48046.0,48158.0,8760,8760.000 GRMS ,420974.39,11204,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-02,GOLD         ,05AUG2020,48174.0,48273.0,47606.0,48158.0,48267.0,16476,16476.000 GRMS ,790897.8,11857,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-07-01,GOLD         ,05AUG2020,48814.0,48982.0,48051.0,48267.0,48762.0,17218,17218.000 GRMS ,835489.37,12449,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-30,GOLD         ,05AUG2020,48270.0,48825.0,48180.0,48762.0,48244.0,14230,14230.000 GRMS ,689842.27,13352,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-29,GOLD         ,05AUG2020,48365.0,48462.0,48150.0,48244.0,48305.0,10048,10048.000 GRMS ,485378.81,13148,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-26,GOLD         ,05AUG2020,47902.0,48348.0,47700.0,48305.0,47941.0,16166,16166.000 GRMS ,776131.68,13520,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-25,GOLD         ,05AUG2020,48114.0,48173.0,47823.0,47941.0,48134.0,12368,12368.000 GRMS ,593529.78,13572,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-24,GOLD         ,05AUG2020,48333.0,48589.0,48035.0,48134.0,48232.0,17250,17250.000 GRMS ,833194.44,14055,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-23,GOLD         ,05AUG2020,47864.0,48272.0,47731.0,48232.0,47944.0,13901,13901.000 GRMS ,667615.78,14302,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-22,GOLD         ,05AUG2020,48000.0,48289.0,47792.0,47944.0,47937.0,12350,12350.000 GRMS ,593276.12,13723,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-19,GOLD         ,05AUG2020,47399.0,47980.0,47328.0,47937.0,47355.0,11456,11456.000 GRMS ,545725.06,14130,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-18,GOLD         ,05AUG2020,47301.0,47619.0,47110.0,47355.0,47338.0,12937,12937.000 GRMS ,612128.75,13485,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-17,GOLD         ,05AUG2020,47450.0,47483.0,46967.0,47338.0,47567.0,11891,11891.000 GRMS ,561714.04,13469,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-16,GOLD         ,05AUG2020,47180.0,47650.0,46960.0,47567.0,47026.0,14471,14471.000 GRMS ,683770.05,13987,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-15,GOLD         ,05AUG2020,47199.0,47246.0,46546.0,47026.0,47334.0,12924,12924.000 GRMS ,606037.65,13471,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-12,GOLD         ,05AUG2020,47150.0,47550.0,47065.0,47334.0,47414.0,11826,11826.000 GRMS ,559260.08,14075,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-11,GOLD         ,05AUG2020,46750.0,47680.0,46750.0,47414.0,46626.0,16911,16911.000 GRMS ,799605.1,14285,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2020-06-10,GOLD         ,05AUG2020,46602.0,46949.0,46554.0,46626.0,46594.0,9875,9875.000 GRMS ,461179.43,13607,,FUTCOM,0.0,-
