__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2015-04-01,GOLD         ,03APR2015,26295.0,26520.0,26145.0,26226.0,26204.0,1117,1117.000 GRMS ,29323.83,449,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-31,GOLD         ,03APR2015,26208.0,26344.0,26156.0,26204.0,26270.0,8005,8005.000 GRMS ,209933.28,1157,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-30,GOLD         ,03APR2015,26430.0,26459.0,26235.0,26270.0,26569.0,11569,11569.000 GRMS ,304542.23,4786,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-27,GOLD         ,03APR2015,26675.0,26758.0,26387.0,26569.0,26801.0,15662,15662.000 GRMS ,416694.32,6057,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-26,GOLD         ,03APR2015,26590.0,26988.0,26562.0,26801.0,26483.0,15965,15965.000 GRMS ,427420.54,6535,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-25,GOLD         ,03APR2015,26280.0,26498.0,26212.0,26483.0,26351.0,14264,14264.000 GRMS ,376042.89,7389,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-24,GOLD         ,03APR2015,26169.0,26389.0,26135.0,26351.0,26198.0,13436,13436.000 GRMS ,352898.36,7914,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-23,GOLD         ,03APR2015,26162.0,26220.0,26080.0,26198.0,26182.0,11018,11018.000 GRMS ,288039.22,8280,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-20,GOLD         ,03APR2015,25980.0,26236.0,25900.0,26182.0,25962.0,16836,16836.000 GRMS ,438371.1,8039,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-19,GOLD         ,03APR2015,25740.0,25997.0,25740.0,25962.0,25637.0,18860,18860.000 GRMS ,488335.07,8920,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-18,GOLD         ,03APR2015,25631.0,25697.0,25500.0,25637.0,25617.0,16015,16015.000 GRMS ,409870.54,9716,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-17,GOLD         ,03APR2015,25721.0,25830.0,25521.0,25617.0,25783.0,20189,20189.000 GRMS ,518309.94,10051,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-16,GOLD         ,03APR2015,25875.0,25941.0,25706.0,25783.0,25890.0,13111,13111.000 GRMS ,338465.96,10128,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-13,GOLD         ,03APR2015,25720.0,25918.0,25720.0,25890.0,25655.0,18010,18010.000 GRMS ,465154.37,9332,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-12,GOLD         ,03APR2015,25660.0,25860.0,25562.0,25655.0,25685.0,21426,21426.000 GRMS ,550740.26,10140,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-11,GOLD         ,03APR2015,25950.0,25950.0,25653.0,25685.0,25919.0,18942,18942.000 GRMS ,488812.62,9804,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-10,GOLD         ,03APR2015,25962.0,26079.0,25780.0,25919.0,26024.0,21985,21985.000 GRMS ,569663.63,9138,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-09,GOLD         ,03APR2015,26073.0,26129.0,26001.0,26024.0,26012.0,11848,11848.000 GRMS ,308797.76,9769,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-06,GOLD         ,03APR2015,26460.0,26484.0,25982.0,26012.0,26484.0,13349,13349.000 GRMS ,350021.63,10007,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-05,GOLD         ,03APR2015,26565.0,26627.0,26435.0,26484.0,26547.0,11966,11966.000 GRMS ,317362.46,8797,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-04,GOLD         ,03APR2015,26411.0,26579.0,26409.0,26547.0,26427.0,14021,14021.000 GRMS ,371583.09,9011,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-03,GOLD         ,03APR2015,26500.0,26590.0,26380.0,26427.0,26510.0,13712,13712.000 GRMS ,363087.96,8877,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-03-02,GOLD         ,03APR2015,26600.0,26769.0,26500.0,26510.0,26477.0,14398,14398.000 GRMS ,383695.52,8810,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-28,GOLD         ,03APR2015,26200.0,26515.0,26066.0,26477.0,26227.0,12228,12228.000 GRMS ,321921.12,9077,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-27,GOLD         ,03APR2015,26240.0,26335.0,26105.0,26227.0,26216.0,12922,12922.000 GRMS ,338693.74,8503,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-26,GOLD         ,03APR2015,26245.0,26370.0,26175.0,26216.0,26123.0,13498,13498.000 GRMS ,354599.14,8260,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-25,GOLD         ,03APR2015,26079.0,26319.0,26079.0,26123.0,26059.0,16298,16298.000 GRMS ,427184.33,8264,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-24,GOLD         ,03APR2015,26228.0,26259.0,25976.0,26059.0,26153.0,17986,17986.000 GRMS ,469483.76,8417,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-23,GOLD         ,03APR2015,26228.0,26321.0,25955.0,26153.0,26277.0,18324,18324.000 GRMS ,478943.16,8115,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-20,GOLD         ,03APR2015,26260.0,26399.0,26151.0,26277.0,26266.0,15420,15420.000 GRMS ,405411.15,8411,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-19,GOLD         ,03APR2015,26245.0,26510.0,26234.0,26266.0,26137.0,15730,15730.000 GRMS ,414872.86,8828,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-18,GOLD         ,03APR2015,26244.0,26346.0,26070.0,26137.0,26219.0,15246,15246.000 GRMS ,399883.41,9065,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-17,GOLD         ,03APR2015,26650.0,26650.0,26182.0,26219.0,26704.0,12777,12777.000 GRMS ,336988.89,9201,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-16,GOLD         ,03APR2015,26720.0,26870.0,26680.0,26704.0,26691.0,6876,6876.000 GRMS ,184135.09,8166,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-13,GOLD         ,03APR2015,26606.0,26787.0,26598.0,26691.0,26519.0,12579,12579.000 GRMS ,335637.33,8228,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-12,GOLD         ,03APR2015,26609.0,26800.0,26508.0,26519.0,26665.0,15751,15751.000 GRMS ,419311.23,8705,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-11,GOLD         ,03APR2015,26874.0,26910.0,26621.0,26665.0,26856.0,13148,13148.000 GRMS ,352001.96,8769,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-10,GOLD         ,03APR2015,26963.0,26985.0,26811.0,26856.0,26944.0,11170,11170.000 GRMS ,300286.98,8062,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-09,GOLD         ,03APR2015,26927.0,26990.0,26832.0,26944.0,26802.0,10080,10080.000 GRMS ,271329.15,8071,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-06,GOLD         ,03APR2015,27345.0,27440.0,26681.0,26802.0,27301.0,19941,19941.000 GRMS ,540463.79,8545,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-05,GOLD         ,03APR2015,27450.0,27649.0,27200.0,27301.0,27402.0,17703,17703.000 GRMS ,484888.72,8415,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-04,GOLD         ,03APR2015,27350.0,27599.0,27314.0,27402.0,27288.0,15341,15341.000 GRMS ,421000.64,7977,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-03,GOLD         ,03APR2015,27610.0,27817.0,27242.0,27288.0,27666.0,18977,18977.000 GRMS ,522661.04,8380,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-02-02,GOLD         ,03APR2015,27838.0,27846.0,27580.0,27666.0,27772.0,13442,13442.000 GRMS ,372396.04,7848,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-30,GOLD         ,03APR2015,27500.0,27847.0,27460.0,27772.0,27486.0,12424,12424.000 GRMS ,343383.59,7598,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-29,GOLD         ,03APR2015,27850.0,27890.0,27450.0,27486.0,27856.0,4759,4759.000 GRMS ,131852.62,6239,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-28,GOLD         ,03APR2015,28002.0,28039.0,27831.0,27856.0,28009.0,1511,1511.000 GRMS ,42223.13,5303,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-27,GOLD         ,03APR2015,27771.0,28080.0,27713.0,28009.0,28001.0,1564,1564.000 GRMS ,43568.23,4667,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-23,GOLD         ,03APR2015,28140.0,28210.0,27948.0,28001.0,28165.0,724,724.000 GRMS ,20333.24,4105,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-22,GOLD         ,03APR2015,28075.0,28371.0,27910.0,28165.0,28100.0,862,862.000 GRMS ,24246.75,3768,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-21,GOLD         ,03APR2015,28173.0,28376.0,27988.0,28100.0,28187.0,720,720.000 GRMS ,20305.4,3469,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-20,GOLD         ,03APR2015,27849.0,28234.0,27845.0,28187.0,27803.0,815,815.000 GRMS ,22878.96,3319,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-19,GOLD         ,03APR2015,27710.0,27849.0,27692.0,27803.0,27717.0,488,488.000 GRMS ,13561.27,2932,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-16,GOLD         ,03APR2015,27580.0,27830.0,27450.0,27717.0,27607.0,815,815.000 GRMS ,22512.13,2703,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-01-15,GOLD         ,03APR2015,27300.0,27675.0,26900.0,27607.0,27371.0,969,969.000 GRMS ,26445.12,2359,,FUTCOM,0.0,-
