__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2015-06-05,GOLD         ,05JUN2015,26610.0,26798.0,26350.0,26746.0,26617.0,13,13.000 GRMS ,345.34,3,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-06-04,GOLD         ,05JUN2015,26850.0,26850.0,26517.0,26617.0,26808.0,90,90.000 GRMS ,2401.64,236,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-06-03,GOLD         ,05JUN2015,26893.0,26900.0,26550.0,26808.0,26850.0,90,90.000 GRMS ,2415.85,260,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-06-02,GOLD         ,05JUN2015,26641.0,26900.0,26641.0,26850.0,26692.0,292,292.000 GRMS ,7827.44,287,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-06-01,GOLD         ,05JUN2015,26831.0,26984.0,26666.0,26692.0,26860.0,2961,2961.000 GRMS ,79363.56,504,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-29,GOLD         ,05JUN2015,26875.0,26925.0,26780.0,26860.0,26861.0,9723,9723.000 GRMS ,261074.17,2067,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-28,GOLD         ,05JUN2015,26860.0,26916.0,26712.0,26861.0,26877.0,11507,11507.000 GRMS ,308728.74,3534,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-27,GOLD         ,05JUN2015,26957.0,26975.0,26835.0,26877.0,26892.0,11151,11151.000 GRMS ,299923.12,4700,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-26,GOLD         ,05JUN2015,27140.0,27195.0,26862.0,26892.0,27161.0,13724,13724.000 GRMS ,370608.24,5075,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-25,GOLD         ,05JUN2015,27096.0,27175.0,27082.0,27161.0,27082.0,5372,5372.000 GRMS ,145701.84,5124,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-22,GOLD         ,05JUN2015,27159.0,27297.0,27053.0,27082.0,27108.0,11582,11582.000 GRMS ,314653.36,5369,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-21,GOLD         ,05JUN2015,27278.0,27318.0,27089.0,27108.0,27284.0,12274,12274.000 GRMS ,333813.85,5971,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-20,GOLD         ,05JUN2015,27260.0,27364.0,27186.0,27284.0,27296.0,11648,11648.000 GRMS ,317587.29,5994,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-19,GOLD         ,05JUN2015,27580.0,27580.0,27258.0,27296.0,27617.0,17270,17270.000 GRMS ,473388.77,6209,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-18,GOLD         ,05JUN2015,27519.0,27685.0,27505.0,27617.0,27463.0,11081,11081.000 GRMS ,306044.12,6800,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-15,GOLD         ,05JUN2015,27400.0,27480.0,27246.0,27463.0,27434.0,13661,13661.000 GRMS ,374025.82,6607,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-14,GOLD         ,05JUN2015,27450.0,27595.0,27370.0,27434.0,27528.0,15264,15264.000 GRMS ,419297.4,6867,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-13,GOLD         ,05JUN2015,27110.0,27568.0,27051.0,27528.0,27167.0,21033,21033.000 GRMS ,573158.03,7193,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-12,GOLD         ,05JUN2015,26860.0,27241.0,26860.0,27167.0,26839.0,19681,19681.000 GRMS ,532650.78,6500,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-11,GOLD         ,05JUN2015,26913.0,26952.0,26778.0,26839.0,26889.0,13524,13524.000 GRMS ,363345.8,5949,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-08,GOLD         ,05JUN2015,26912.0,27014.0,26821.0,26889.0,26934.0,13426,13426.000 GRMS ,361097.77,5872,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-07,GOLD         ,05JUN2015,26912.0,27040.0,26845.0,26934.0,26911.0,14547,14547.000 GRMS ,391923.72,6249,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-06,GOLD         ,05JUN2015,26950.0,27054.0,26813.0,26911.0,26880.0,12851,12851.000 GRMS ,346160.36,6097,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-05,GOLD         ,05JUN2015,26836.0,27020.0,26776.0,26880.0,26868.0,13690,13690.000 GRMS ,368114.09,6244,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-04,GOLD         ,05JUN2015,26697.0,26959.0,26697.0,26868.0,26636.0,7661,7661.000 GRMS ,205670.34,6356,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-05-01,GOLD         ,05JUN2015,26660.0,26689.0,26490.0,26636.0,26716.0,7656,7656.000 GRMS ,203603.34,7225,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-04-30,GOLD         ,05JUN2015,27160.0,27279.0,26655.0,26716.0,27238.0,19252,19252.000 GRMS ,519440.08,6556,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-04-29,GOLD         ,05JUN2015,27123.0,27274.0,27064.0,27238.0,27190.0,13099,13099.000 GRMS ,355966.24,6784,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2015-04-28,GOLD         ,05JUN2015,27070.0,27212.0,26970.0,27190.0,27083.0,13416,13416.000 GRMS ,363503.27,6839,,FUTCOM,0.0,-
