__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2017-06-05,GOLD         ,05JUN2017,29074.0,29080.0,28953.0,28889.0,28871.0,35,35.000 GRMS ,1015.7,44,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-06-02,GOLD         ,05JUN2017,28629.0,28905.0,28600.0,28871.0,28652.0,113,113.000 GRMS ,3243.71,55,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-06-01,GOLD         ,05JUN2017,28770.0,28777.0,28550.0,28652.0,28843.0,806,806.000 GRMS ,23120.1,631,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-31,GOLD         ,05JUN2017,28705.0,28880.0,28643.0,28843.0,28741.0,5622,5622.000 GRMS ,161455.26,911,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-30,GOLD         ,05JUN2017,28949.0,28986.0,28712.0,28741.0,28900.0,8652,8652.000 GRMS ,249579.12,2254,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-29,GOLD         ,05JUN2017,28870.0,28941.0,28832.0,28900.0,28888.0,4762,4762.000 GRMS ,137510.13,3013,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-26,GOLD         ,05JUN2017,28715.0,28904.0,28705.0,28888.0,28661.0,8625,8625.000 GRMS ,248543.72,3417,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-25,GOLD         ,05JUN2017,28750.0,28765.0,28630.0,28661.0,28713.0,7815,7815.000 GRMS ,224290.29,3734,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-24,GOLD         ,05JUN2017,28750.0,28760.0,28645.0,28713.0,28811.0,8034,8034.000 GRMS ,230545.37,3965,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-23,GOLD         ,05JUN2017,28850.0,28935.0,28755.0,28811.0,28785.0,10161,10161.000 GRMS ,293252.97,3994,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2017-05-22,GOLD         ,05JUN2017,28593.0,28800.0,28564.0,28785.0,28635.0,8151,8151.000 GRMS ,233918.57,4054,,FUTCOM,0.0,-
