__type,Date,Symbol,ExpiryDate,Open,High,Low,Close,PreviousClose,Volume,VolumeInThousands,Value,OpenInterest,DateDisplay,InstrumentName,StrikePrice,OptionType
MCX.BL.Bhavcopy,2021-12-03,GOLD         ,03DEC2021,47192.0,47271.0,46388.0,47448.0,47214.0,16,16.000 GRMS ,753.0,12,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-12-02,GOLD         ,03DEC2021,47214.0,47214.0,47214.0,47214.0,47578.0,2,2.000 GRMS ,94.43,16,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-12-01,GOLD         ,03DEC2021,47550.0,47783.0,47470.0,47578.0,47606.0,6,6.000 GRMS ,285.47,18,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-30,GOLD         ,03DEC2021,47570.0,48128.0,47436.0,47606.0,47587.0,82,82.000 GRMS ,3916.76,28,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-29,GOLD         ,03DEC2021,47700.0,47980.0,47530.0,47587.0,47585.0,1651,1651.000 GRMS ,78832.33,327,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-26,GOLD         ,03DEC2021,47615.0,48223.0,47535.0,47585.0,47421.0,5990,5990.000 GRMS ,286772.81,1331,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-25,GOLD         ,03DEC2021,47545.0,47592.0,47310.0,47421.0,47438.0,3890,3890.000 GRMS ,184826.86,3102,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-24,GOLD         ,03DEC2021,47569.0,47674.0,47253.0,47438.0,47434.0,5037,5037.000 GRMS ,239102.62,4033,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-23,GOLD         ,03DEC2021,47946.0,48031.0,47361.0,47434.0,47923.0,7490,7490.000 GRMS ,357015.08,4785,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-22,GOLD         ,03DEC2021,48794.0,48875.0,47882.0,47923.0,48828.0,9422,9422.000 GRMS ,456264.33,5172,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-19,GOLD         ,03DEC2021,49116.0,49308.0,48710.0,48828.0,49059.0,5286,5286.000 GRMS ,259255.76,5708,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-18,GOLD         ,03DEC2021,49199.0,49273.0,48986.0,49059.0,49292.0,5656,5656.000 GRMS ,277960.66,6080,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-17,GOLD         ,03DEC2021,49068.0,49333.0,48985.0,49292.0,49038.0,5676,5676.000 GRMS ,278928.49,6647,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-16,GOLD         ,03DEC2021,49340.0,49610.0,49010.0,49038.0,49298.0,8382,8382.000 GRMS ,413633.72,6400,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-15,GOLD         ,03DEC2021,49170.0,49475.0,49092.0,49298.0,49314.0,5086,5086.000 GRMS ,250508.27,6869,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-12,GOLD         ,03DEC2021,49104.0,49346.0,48875.0,49314.0,49216.0,6222,6222.000 GRMS ,305673.56,7092,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-11,GOLD         ,03DEC2021,48941.0,49380.0,48911.0,49216.0,48854.0,5421,5421.000 GRMS ,266658.96,7422,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-10,GOLD         ,03DEC2021,48248.0,49280.0,48168.0,48854.0,48287.0,11205,11205.000 GRMS ,545917.27,7454,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-09,GOLD         ,03DEC2021,48015.0,48311.0,47976.0,48287.0,48018.0,6592,6592.000 GRMS ,317382.88,7625,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-08,GOLD         ,03DEC2021,48000.0,48174.0,47815.0,48018.0,47972.0,6827,6827.000 GRMS ,327740.4,7642,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-05,GOLD         ,03DEC2021,47519.0,48014.0,47294.0,47972.0,47553.0,5324,5324.000 GRMS ,254003.47,8176,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-04,GOLD         ,03DEC2021,47300.0,47590.0,47300.0,47553.0,47000.0,2597,2597.000 GRMS ,123381.65,7914,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-03,GOLD         ,03DEC2021,47584.0,47584.0,46872.0,47000.0,47622.0,8002,8002.000 GRMS ,377843.44,8789,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-02,GOLD         ,03DEC2021,47835.0,47885.0,47594.0,47622.0,47903.0,5316,5316.000 GRMS ,253744.08,8662,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-11-01,GOLD         ,03DEC2021,47615.0,47951.0,47590.0,47903.0,47635.0,6027,6027.000 GRMS ,287871.68,8842,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-29,GOLD         ,03DEC2021,47836.0,47944.0,47382.0,47635.0,47961.0,10354,10354.000 GRMS ,493457.59,9340,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-28,GOLD         ,03DEC2021,48013.0,48229.0,47746.0,47961.0,47962.0,6996,6996.000 GRMS ,335704.4,10116,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-27,GOLD         ,03DEC2021,47761.0,48019.0,47620.0,47962.0,47813.0,6391,6391.000 GRMS ,305604.77,10459,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-26,GOLD         ,03DEC2021,48147.0,48280.0,47584.0,47813.0,48200.0,9004,9004.000 GRMS ,431574.05,10627,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-25,GOLD         ,03DEC2021,47900.0,48299.0,47855.0,48200.0,47797.0,4972,4972.000 GRMS ,239130.01,11332,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-22,GOLD         ,03DEC2021,47555.0,48242.0,47482.0,47797.0,47404.0,11592,11592.000 GRMS ,554456.56,11207,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-21,GOLD         ,03DEC2021,47529.0,47596.0,47340.0,47404.0,47499.0,5213,5213.000 GRMS ,247423.41,11077,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-20,GOLD         ,03DEC2021,47355.0,47576.0,47261.0,47499.0,47280.0,7250,7250.000 GRMS ,343850.32,11472,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-19,GOLD         ,03DEC2021,47410.0,47645.0,47231.0,47280.0,47291.0,6747,6747.000 GRMS ,319884.61,11821,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-18,GOLD         ,03DEC2021,47220.0,47437.0,47169.0,47291.0,47213.0,5430,5430.000 GRMS ,256788.33,11855,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-15,GOLD         ,03DEC2021,47602.0,47677.0,47120.0,47213.0,47882.0,7183,7183.000 GRMS ,339613.19,12132,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-14,GOLD         ,03DEC2021,47808.0,48100.0,47783.0,47882.0,47916.0,4963,4963.000 GRMS ,237972.01,13230,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-13,GOLD         ,03DEC2021,47215.0,47999.0,47131.0,47916.0,47198.0,11069,11069.000 GRMS ,525984.58,13780,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-12,GOLD         ,03DEC2021,47099.0,47420.0,47036.0,47198.0,47051.0,6671,6671.000 GRMS ,315130.89,13149,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-11,GOLD         ,03DEC2021,46950.0,47188.0,46864.0,47051.0,47037.0,5239,5239.000 GRMS ,246358.81,13273,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-08,GOLD         ,03DEC2021,46861.0,47370.0,46854.0,47037.0,46827.0,8313,8313.000 GRMS ,391209.52,13683,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-07,GOLD         ,03DEC2021,46851.0,46990.0,46687.0,46827.0,46907.0,4963,4963.000 GRMS ,232488.42,13565,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-06,GOLD         ,03DEC2021,46674.0,46990.0,46512.0,46907.0,46757.0,6224,6224.000 GRMS ,291170.13,13472,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-05,GOLD         ,03DEC2021,46752.0,46807.0,46477.0,46757.0,46887.0,6078,6078.000 GRMS ,283623.15,13200,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-04,GOLD         ,03DEC2021,46532.0,46963.0,46341.0,46887.0,46506.0,5932,5932.000 GRMS ,276532.4,13534,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-10-01,GOLD         ,03DEC2021,46507.0,46678.0,46282.0,46506.0,46521.0,5062,5062.000 GRMS ,235235.83,13364,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-30,GOLD         ,03DEC2021,45840.0,46687.0,45705.0,46521.0,45769.0,9283,9283.000 GRMS ,428764.16,13260,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-29,GOLD         ,03DEC2021,45984.0,46172.0,45732.0,45769.0,45956.0,7719,7719.000 GRMS ,354861.3,14093,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-28,GOLD         ,03DEC2021,46115.0,46119.0,45730.0,45956.0,46159.0,6728,6728.000 GRMS ,309066.08,13618,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-27,GOLD         ,03DEC2021,46270.0,46297.0,45990.0,46159.0,46079.0,3059,3059.000 GRMS ,141172.45,11464,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-24,GOLD         ,03DEC2021,46158.0,46240.0,45860.0,46079.0,46177.0,3198,3198.000 GRMS ,147287.79,10270,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-23,GOLD         ,03DEC2021,46573.0,46632.0,46025.0,46177.0,46817.0,2927,2927.000 GRMS ,135511.7,9558,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-22,GOLD         ,03DEC2021,46799.0,46877.0,46681.0,46817.0,46802.0,774,774.000 GRMS ,36213.23,8690,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-21,GOLD         ,03DEC2021,46376.0,46940.0,46285.0,46802.0,46427.0,1088,1088.000 GRMS ,50744.06,8251,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-20,GOLD         ,03DEC2021,46085.0,46490.0,46030.0,46427.0,46153.0,823,823.000 GRMS ,38057.87,7929,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-17,GOLD         ,03DEC2021,46288.0,46395.0,46022.0,46153.0,46273.0,875,875.000 GRMS ,40439.01,7536,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-16,GOLD         ,03DEC2021,47070.0,47070.0,46015.0,46273.0,47055.0,1380,1380.000 GRMS ,64225.24,7315,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-15,GOLD         ,03DEC2021,47409.0,47427.0,47039.0,47055.0,47422.0,685,685.000 GRMS ,32353.28,6852,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-14,GOLD         ,03DEC2021,47050.0,47491.0,46834.0,47422.0,47093.0,1359,1359.000 GRMS ,64049.03,6508,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-13,GOLD         ,03DEC2021,47075.0,47224.0,46964.0,47093.0,47005.0,740,740.000 GRMS ,34833.97,5726,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-10,GOLD         ,03DEC2021,47063.0,47177.0,46970.0,47005.0,47183.0,234,234.000 GRMS ,11003.45,5284,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-09,GOLD         ,03DEC2021,47116.0,47260.0,46942.0,47183.0,47207.0,735,735.000 GRMS ,34613.9,5164,,FUTCOM,0.0,-
MCX.BL.Bhavcopy,2021-09-08,GOLD         ,03DEC2021,47155.0,47334.0,46980.0,47207.0,47120.0,692,692.000 GRMS ,32669.17,4753,,FUTCOM,0.0,-
